½Ã°£,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-07-31 17:39:30.218,0,1,0,2,0,0,1,2,51,283,-8848,-666,173,96,1,1,0,0,1,0,0,0,909,2077,-8246,-929,-2374,-339
'2017-07-31 17:39:30.228,0,1,0,2,1,0,1,2,41,279,-8800,-739,153,58,1,1,0,0,1,0,0,0,838,2000,-8261,-594,-2337,-106
'2017-07-31 17:39:30.238,0,1,0,2,1,0,1,2,111,320,-8808,-783,29,18,1,1,0,0,1,1,0,0,874,2280,-8752,-179,-2341,0
'2017-07-31 17:39:30.248,0,1,0,2,1,0,1,2,133,323,-8710,-831,-104,-25,1,1,0,0,1,1,0,0,909,1898,-8518,400,-2189,256
'2017-07-31 17:39:30.258,0,1,0,2,1,0,1,2,63,325,-8710,-920,-183,-65,1,1,0,0,1,1,0,0,827,1620,-8736,958,-2052,351
'2017-07-31 17:39:30.268,0,1,0,2,1,0,1,2,5,344,-8817,-1025,-259,-99,1,1,0,0,1,1,0,0,896,1154,-8888,1200,-1814,411
'2017-07-31 17:39:30.278,0,1,0,2,1,0,1,2,34,332,-8789,-1158,-338,-116,1,1,0,0,1,1,0,0,876,971,-8720,1208,-1586,373
'2017-07-31 17:39:30.288,0,1,0,2,1,0,1,2,-6,354,-8827,-1297,-327,-156,1,1,0,0,1,1,0,0,740,801,-9029,1228,-1398,274
'2017-07-31 17:39:30.298,0,1,0,2,1,0,1,2,-11,467,-8761,-1374,-326,-180,1,1,0,0,1,1,0,0,692,883,-9023,1255,-1054,132
'2017-07-31 17:39:30.308,0,0,0,2,1,0,1,2,6,537,-8658,-1371,-400,-220,1,1,0,0,1,1,0,0,767,1041,-9009,1346,-766,15
'2017-07-31 17:39:30.318,0,0,0,2,1,1,1,2,121,617,-8643,-1232,-764,-291,1,1,0,0,1,1,0,0,761,1196,-8940,1306,-434,-1
'2017-07-31 17:39:30.328,0,0,0,2,1,1,1,2,345,797,-8659,-931,-1237,-360,1,1,0,0,1,1,0,0,689,1151,-9195,1278,-31,47
'2017-07-31 17:39:30.338,0,1,0,2,2,1,1,2,254,950,-8870,-479,-1537,-490,1,1,0,0,1,0,0,0,669,1129,-9126,1354,408,69
'2017-07-31 17:39:30.348,0,1,0,2,2,1,1,2,107,1050,-8797,144,-1651,-582,1,1,0,0,1,0,0,0,745,952,-9254,1338,797,97
'2017-07-31 17:39:30.358,1,1,0,2,2,1,1,2,0,1098,-8709,933,-1592,-672,1,1,0,0,1,0,0,0,830,898,-8961,1257,1176,53
'2017-07-31 17:39:30.368,1,1,0,1,2,1,1,1,-23,1165,-8656,1770,-1563,-727,1,1,0,0,1,0,0,0,950,1030,-8600,997,1335,26
'2017-07-31 17:39:30.378,2,2,0,1,2,1,1,1,-411,914,-8730,2433,-1605,-790,1,1,0,0,1,0,0,0,957,711,-8279,719,1403,12
'2017-07-31 17:39:30.388,2,2,0,1,2,1,1,0,-385,521,-8841,2824,-1458,-832,1,1,0,0,1,0,0,0,1002,901,-8099,452,1457,-19
'2017-07-31 17:39:30.398,2,2,0,1,2,1,1,0,-322,298,-8768,2788,-1269,-761,1,1,0,0,1,0,0,0,1012,844,-8050,173,1482,41
'2017-07-31 17:39:30.408,2,2,0,0,2,1,1,0,-345,332,-8766,2650,-1282,-758,1,1,0,0,1,0,0,0,1032,821,-8259,39,1491,15
'2017-07-31 17:39:30.418,2,2,0,0,2,1,1,0,-324,369,-8909,2432,-1285,-765,1,1,0,0,1,0,0,0,1069,938,-8201,-32,1507,-11
'2017-07-31 17:39:30.428,2,2,0,0,2,1,0,0,-322,163,-8955,2090,-1381,-772,1,1,0,0,1,0,0,0,1099,1057,-8162,-49,1526,19
'2017-07-31 17:39:30.438,2,2,0,0,2,1,0,0,-360,580,-9039,1613,-1534,-756,1,1,0,0,1,0,0,0,1118,946,-8102,-139,1536,80
'2017-07-31 17:39:30.448,2,2,0,0,2,1,0,0,8,-386,-10072,876,-1894,-913,1,1,0,0,1,0,0,0,1196,1030,-8033,-186,1546,96
'2017-07-31 17:39:30.458,2,2,0,0,2,1,0,0,-109,1392,-9419,668,-2827,-691,1,1,0,0,1,0,0,0,1220,1007,-7881,-172,1517,132
'2017-07-31 17:39:30.468,2,2,0,0,2,1,0,0,-290,454,-9675,-92,-2849,-1118,1,1,0,0,1,0,0,0,1347,939,-7558,-158,1460,151
'2017-07-31 17:39:30.478,2,2,0,0,2,1,0,0,-334,1118,-9640,-93,-3387,-1233,1,1,0,0,1,0,0,0,1397,899,-7140,-242,1259,164
'2017-07-31 17:39:30.488,2,2,0,0,2,1,0,0,-531,-621,-9135,-449,-3343,-1430,1,1,0,0,1,0,0,0,1416,907,-7029,-279,963,153
'2017-07-31 17:39:30.498,2,2,0,0,2,1,0,0,-619,164,-8821,-601,-3393,-1141,1,1,0,0,1,0,0,0,1483,1001,-6871,-333,641,145
'2017-07-31 17:39:30.508,2,2,0,0,2,1,0,0,-757,860,-8426,-1080,-3212,-1288,1,1,0,0,1,0,0,0,1434,970,-6895,-410,289,169
'2017-07-31 17:39:30.518,2,2,0,0,2,1,0,0,-1010,284,-7886,-1016,-2971,-1382,1,1,0,0,1,0,0,0,1362,818,-7196,-386,-46,164
'2017-07-31 17:39:30.528,2,2,0,0,2,1,0,0,-1051,43,-7766,-1036,-2593,-1346,1,1,0,0,1,0,0,0,1362,1071,-7295,-165,-280,114
'2017-07-31 17:39:30.538,2,2,0,0,2,1,0,0,-1117,-369,-7894,-1174,-2253,-1229,1,1,0,0,1,0,0,0,1282,1077,-7611,-17,-496,144
'2017-07-31 17:39:30.548,2,2,0,0,2,1,0,0,-1155,-139,-8508,-1201,-1943,-1025,1,1,0,0,1,0,0,0,1266,1120,-7741,99,-556,155
'2017-07-31 17:39:30.558,2,2,0,0,2,1,0,0,-1100,63,-8445,-870,-1860,-812,1,1,0,0,1,0,0,0,1310,1147,-7692,243,-715,191
'2017-07-31 17:39:30.568,2,2,0,0,2,1,0,0,-1126,570,-8407,-611,-1744,-744,1,1,0,0,1,0,0,0,1309,1146,-7685,421,-902,236
'2017-07-31 17:39:30.578,2,2,0,0,2,1,0,0,-1238,-180,-8514,-460,-1609,-680,1,1,0,0,1,0,0,0,1249,1002,-7542,608,-1119,243
'2017-07-31 17:39:30.588,2,2,0,0,2,1,0,0,-1237,-678,-8802,-494,-1523,-404,1,1,0,0,1,0,0,0,1269,952,-7435,787,-1342,243
'2017-07-31 17:39:30.598,2,2,0,0,2,1,0,0,-1149,226,-8598,-455,-1524,-121,1,1,0,0,1,0,0,0,1270,934,-7329,795,-1633,264
'2017-07-31 17:39:30.608,2,2,0,0,2,1,0,0,-1188,515,-8063,-209,-1493,-106,1,1,0,0,1,0,0,0,1267,846,-6957,795,-1969,284
'2017-07-31 17:39:30.618,2,2,0,0,2,1,0,0,-1416,59,-7732,47,-1249,-92,1,1,0,0,1,0,0,0,1272,677,-7086,747,-2331,276
'2017-07-31 17:39:30.628,2,2,0,0,2,1,0,0,-1476,164,-7927,322,-821,-3,1,1,0,0,1,0,0,0,1156,490,-7073,597,-2679,229
'2017-07-31 17:39:30.638,2,2,0,0,2,1,0,0,-1453,-933,-8959,379,-457,224,1,1,0,0,1,0,0,0,1064,391,-7191,341,-3054,157
'2017-07-31 17:39:30.648,2,2,0,0,2,1,0,0,-1270,-235,-9542,333,-489,741,1,1,0,0,1,0,0,0,893,581,-7403,152,-3354,62
'2017-07-31 17:39:30.658,2,2,0,0,2,1,0,0,-1176,1987,-9079,763,-782,755,1,1,0,0,1,0,0,0,693,899,-7966,221,-3637,24
'2017-07-31 17:39:30.668,2,2,0,0,2,1,0,0,-1149,2662,-9344,2018,-1065,168,1,1,0,0,1,0,0,0,517,1038,-8509,496,-3948,58
'2017-07-31 17:39:30.678,2,2,0,0,2,1,0,0,-1420,2488,-9218,3528,-1333,-458,1,1,0,0,1,0,0,0,-182,-2417,-16430,280,-3497,-303
'2017-07-31 17:39:30.688,2,2,0,0,2,1,0,0,-1695,1923,-8665,4104,-1511,-1101,1,2,0,0,1,0,0,0,564,367,-7332,1052,-2678,-542
'2017-07-31 17:39:30.698,2,2,0,0,2,0,0,0,-1515,-1285,-8339,3690,-1454,-1359,1,1,0,0,1,0,0,0,379,1124,-8337,1270,-2864,-444
'2017-07-31 17:39:30.708,2,2,0,0,2,0,0,0,-1384,-1617,-9180,2891,-1617,-892,1,1,0,0,1,0,0,0,333,872,-8516,782,-2845,-349
'2017-07-31 17:39:30.718,2,2,0,0,2,0,0,0,-1268,-1856,-9330,1786,-1660,-318,1,1,0,0,1,0,0,0,378,589,-8336,-195,-3013,-310
'2017-07-31 17:39:30.728,2,2,0,0,2,0,0,0,-1378,-1202,-9274,814,-1843,211,1,1,0,0,1,1,0,0,333,564,-8355,-753,-3054,-399
'2017-07-31 17:39:30.738,2,2,0,0,2,0,0,0,-1424,-874,-9075,426,-1887,390,1,2,0,0,1,1,0,0,345,463,-8317,-1264,-3108,-510
'2017-07-31 17:39:30.748,2,2,0,0,2,0,0,0,-1452,-93,-9237,2,-2015,533,1,2,0,1,1,1,0,0,227,784,-8522,-1636,-2973,-621
'2017-07-31 17:39:30.758,2,2,0,0,2,0,0,0,-1435,-125,-9430,-407,-2207,503,1,2,0,1,1,1,0,0,-61,1138,-8769,-1651,-2110,-632
'2017-07-31 17:39:30.768,2,2,0,0,2,0,0,0,-1480,-213,-9127,-839,-2577,484,1,2,0,2,1,1,1,1,-417,1414,-9106,-1253,-1048,-494
'2017-07-31 17:39:30.778,2,2,0,0,2,0,0,0,-1560,-477,-9259,-1235,-2896,473,1,2,0,2,1,1,1,1,-317,1420,-8956,-719,-315,-259
'2017-07-31 17:39:30.788,2,2,0,0,2,0,0,0,-1576,-665,-9270,-1566,-3225,642,1,2,0,2,1,1,1,1,-161,1223,-8814,-346,93,-72
'2017-07-31 17:39:30.798,2,2,0,0,2,0,0,0,-1786,-129,-8929,-1531,-3464,856,1,2,0,2,1,1,1,1,-18,1131,-8660,-246,291,92
'2017-07-31 17:39:30.808,2,2,0,0,2,0,0,0,-1919,553,-8734,-1261,-3626,799,1,2,0,2,1,1,1,1,-91,1083,-8410,-164,394,217
'2017-07-31 17:39:30.818,2,2,0,0,2,0,0,0,-1924,512,-9026,-1076,-3730,652,1,2,0,1,1,1,1,1,20,1057,-8348,-99,420,291
'2017-07-31 17:39:30.828,2,2,0,0,2,0,0,0,-1985,647,-9290,-757,-3904,551,1,2,0,1,1,1,1,1,14,1010,-8262,9,471,354
'2017-07-31 17:39:30.838,2,2,0,0,2,0,0,0,-2148,1140,-9080,-342,-4179,393,1,2,0,1,1,1,1,0,73,985,-8267,38,563,405
'2017-07-31 17:39:30.848,2,2,0,0,2,0,0,0,-2096,654,-9419,-92,-4544,120,1,2,0,1,1,1,0,0,90,948,-8311,48,794,449
'2017-07-31 17:39:30.858,2,2,0,0,2,0,0,0,-2117,136,-9532,176,-4671,-32,1,2,0,1,1,1,0,0,71,844,-8322,25,903,459
'2017-07-31 17:39:30.868,2,2,0,0,2,0,0,0,-2240,-146,-9579,-26,-5054,-39,1,2,0,0,1,1,0,0,58,931,-8399,-97,1078,501
'2017-07-31 17:39:30.878,2,2,0,0,2,0,0,0,-2519,-454,-9169,-516,-5666,-153,1,2,0,0,1,1,0,0,-19,1055,-8554,-107,1375,556
'2017-07-31 17:39:30.888,2,2,0,0,2,0,0,0,-2435,-713,-9140,-814,-5731,106,1,2,0,0,1,1,0,0,121,1046,-8630,53,1700,614
'2017-07-31 17:39:30.898,2,2,0,0,2,0,0,0,-2417,-710,-10030,-1582,-6188,324,1,2,0,0,1,1,0,0,135,1088,-8662,209,1950,653
'2017-07-31 17:39:30.908,2,2,0,0,2,0,0,0,-2274,-565,-10351,-1726,-6700,582,1,2,0,0,1,1,0,0,222,1118,-8651,305,2255,716
'2017-07-31 17:39:30.918,2,2,0,0,2,0,0,0,-2452,277,-11402,-934,-7582,705,1,2,0,0,1,1,0,0,302,1349,-8706,357,2642,756
'2017-07-31 17:39:30.928,2,2,0,0,2,0,0,0,-2403,818,-11467,-309,-9018,810,1,2,0,0,1,1,0,0,190,1062,-10583,685,3447,806
'2017-07-31 17:39:30.938,2,2,0,0,2,0,0,0,-2693,1240,-11549,70,-9461,532,1,2,0,0,1,1,0,0,130,1064,-10811,89,5162,504
'2017-07-31 17:39:30.948,2,2,0,0,2,0,0,0,-2701,2086,-10064,1479,-9326,17,1,2,0,0,1,0,0,0,205,1355,-10081,315,5218,560
'2017-07-31 17:39:30.958,2,2,0,0,2,0,0,0,-1721,1891,-12097,204,-12411,-204,1,2,0,0,1,0,0,0,296,1422,-10430,195,5519,746
'2017-07-31 17:39:30.968,2,2,0,0,2,0,0,0,-2139,2714,-13018,1054,-13278,-858,1,2,0,0,1,0,0,0,338,1019,-10233,625,5992,798
'2017-07-31 17:39:30.978,2,2,0,0,2,0,0,0,-2517,3349,-13542,1813,-15150,-1574,1,2,0,0,1,0,0,0,383,1625,-10925,928,6635,826
'2017-07-31 17:39:30.988,2,2,0,0,2,0,0,0,-2938,4936,-14131,2661,-16661,-2516,1,2,0,0,1,0,0,0,556,1786,-10786,986,7647,1164
'2017-07-31 17:39:30.998,2,2,0,0,2,0,0,0,-3718,5794,-15649,2999,-18744,-3790,1,2,0,0,1,0,0,0,718,1942,-10938,1796,8225,1284
'2017-07-31 17:39:31.008,2,2,0,0,2,0,0,0,-4471,1255,-16821,3556,-20807,-5141,1,2,0,0,1,0,0,0,673,2572,-11189,2865,8887,1770
'2017-07-31 17:39:31.018,2,2,0,0,2,0,0,0,-7515,1297,-21624,5560,-21938,-4326,1,2,0,0,1,0,0,0,776,1572,-11426,3425,9456,2055
'2017-07-31 17:39:31.028,2,2,0,0,1,0,0,0,-11709,7150,-20629,3009,-22959,-4287,1,2,0,0,1,0,0,0,1528,4342,-11317,3933,10573,2254
'2017-07-31 17:39:31.038,1,2,0,0,1,0,0,0,-4259,13620,-20169,-6097,-25706,-6118,1,2,0,0,1,0,0,0,1584,3444,-11379,3467,11109,3214
'2017-07-31 17:39:31.048,1,2,0,0,0,0,0,0,-7016,3564,-24395,-9220,-24564,-9039,1,2,0,0,0,0,0,0,1633,3346,-12550,5003,11767,3554
'2017-07-31 17:39:31.058,0,1,0,0,0,0,0,0,192,5243,-25920,-10746,-25564,-9712,1,2,0,0,0,0,0,0,1780,7710,-12880,4861,12247,4460
'2017-07-31 17:39:31.068,0,1,0,0,0,0,0,0,5056,6426,-24081,-6444,-25674,-12225,1,2,0,0,0,0,0,0,1409,8100,-11999,4399,12703,6093
'2017-07-31 17:39:31.078,0,0,0,0,0,0,0,0,7537,5362,-16646,-2296,-24901,-13388,1,1,0,0,0,0,0,0,4524,7021,-12480,2520,13192,7874
'2017-07-31 17:39:31.088,0,0,0,0,0,0,0,0,3436,530,-9376,2379,-22974,-13944,1,1,0,0,0,0,0,0,1989,7688,-14532,-150,13085,9416
'2017-07-31 17:39:31.098,0,0,0,0,0,0,0,0,-3001,-816,-1235,12823,-18268,-8700,1,1,0,0,0,0,0,0,724,5313,-12612,1268,13639,10648
'2017-07-31 17:39:31.108,0,0,0,0,0,0,0,0,2524,3443,-8308,11930,-10995,-2807,0,0,0,0,0,0,0,0,443,4378,-10086,3580,12809,11364
'2017-07-31 17:39:31.118,0,0,0,0,0,0,0,0,1829,5914,-10275,11502,-4678,261,0,0,0,0,0,0,0,0,-741,1678,-9495,9258,10621,11023
'2017-07-31 17:39:31.128,0,0,0,0,0,0,0,0,2101,7086,-11872,9835,387,2495,0,0,0,0,0,0,0,0,904,667,-9707,14629,8660,9856
'2017-07-31 17:39:31.138,0,0,0,0,0,0,0,0,4043,8766,-10896,6431,3492,3258,0,0,0,0,0,0,0,0,1600,-690,-7843,19729,8402,6330
'2017-07-31 17:39:31.148,0,0,0,0,0,0,0,0,4731,8758,-8955,2424,5336,2890,0,0,0,0,0,0,0,0,624,3567,-10102,16203,6750,596
'2017-07-31 17:39:31.158,0,0,0,0,0,0,0,0,4908,8063,-7928,-2219,6476,2081,0,0,0,0,0,0,0,0,-2280,8512,-8844,12140,2688,-2570
'2017-07-31 17:39:31.168,0,0,0,0,0,0,0,0,4605,7271,-7569,-6457,7161,1049,0,0,0,0,0,0,0,0,-2251,8120,-7816,10871,1374,-3689
'2017-07-31 17:39:31.178,0,0,0,0,0,0,0,0,4331,5853,-7447,-9491,7581,66,0,0,0,0,0,0,0,0,-2779,7314,-6783,6833,-248,-5144
'2017-07-31 17:39:31.188,0,0,0,0,0,0,0,0,4277,4356,-7361,-11575,8216,-537,0,0,0,0,0,0,0,0,-2679,7327,-6347,2958,-491,-5971
'2017-07-31 17:39:31.198,0,0,0,0,0,0,0,0,4768,3187,-7286,-12955,9783,-666,0,0,0,0,0,0,0,0,-2629,6612,-6178,57,-224,-6254
'2017-07-31 17:39:31.208,0,0,0,0,0,0,0,0,5265,2018,-6942,-13277,12492,-313,0,0,0,0,0,0,0,0,-2812,5830,-5486,-2027,8,-6176
'2017-07-31 17:39:31.218,0,0,0,0,0,0,0,0,5255,866,-6934,-12556,15743,501,0,0,0,0,0,0,0,0,-3138,4931,-4975,-3419,99,-6018
'2017-07-31 17:39:31.228,0,0,0,0,0,0,0,0,4712,-25,-8033,-11220,18698,1649,0,0,0,0,0,0,0,0,-3510,4328,-4811,-4588,-180,-5852
'2017-07-31 17:39:31.238,0,0,0,0,0,0,0,0,3614,-405,-9673,-9567,20595,2868,0,0,0,0,0,0,0,0,-3938,4199,-4639,-5680,-935,-5665
'2017-07-31 17:39:31.248,0,0,0,0,0,0,0,0,2451,-424,-11024,-8145,21162,3915,0,0,0,0,0,0,0,0,-4111,3722,-4557,-6595,-2142,-5458
'2017-07-31 17:39:31.258,0,0,0,0,0,0,0,0,1705,-676,-11407,-7169,20929,4753,0,0,0,0,0,0,0,0,-3771,2790,-4508,-7270,-3755,-5502
'2017-07-31 17:39:31.268,0,0,0,0,0,0,0,0,1600,-1016,-10983,-6699,20797,5521,0,0,0,0,0,0,0,0,-3520,1787,-4754,-7252,-5442,-5956
'2017-07-31 17:39:31.278,0,0,0,0,0,0,0,0,1994,-760,-10798,-6590,21106,6207,0,0,0,0,0,0,0,0,-3191,1253,-4971,-6836,-6728,-6539
'2017-07-31 17:39:31.288,0,0,0,0,0,0,0,0,1985,-731,-11558,-6441,21686,6762,0,0,0,0,0,0,0,0,-2676,1392,-5056,-6409,-7427,-6889
'2017-07-31 17:39:31.298,0,0,0,0,0,0,0,0,1646,-689,-12638,-6149,22197,7180,0,0,0,0,0,0,0,0,-1920,1768,-5281,-6029,-7764,-6823
'2017-07-31 17:39:31.308,0,0,0,0,0,0,0,0,1302,-515,-13397,-5690,22487,7459,0,0,0,0,0,0,0,0,-1376,2037,-5541,-5969,-7989,-6425
'2017-07-31 17:39:31.318,0,0,0,0,0,0,0,0,878,-191,-13986,-5207,22573,7530,0,0,0,0,0,0,0,0,-955,1838,-5846,-6209,-8244,-5931
'2017-07-31 17:39:31.328,0,0,0,0,0,0,0,0,285,292,-14680,-5095,22447,7326,0,0,0,0,0,0,0,0,-809,1504,-6379,-6486,-8511,-5526
'2017-07-31 17:39:31.338,0,0,0,0,0,0,0,0,-702,957,-15545,-5345,22113,6767,0,0,0,0,0,0,0,0,-668,1271,-6877,-6702,-8804,-5285
'2017-07-31 17:39:31.348,0,0,0,0,0,0,0,0,-1547,1421,-16767,-5647,21478,5876,0,0,0,0,0,0,0,0,-401,1026,-7288,-6666,-9277,-5193
'2017-07-31 17:39:31.358,0,0,0,0,0,0,0,0,-2541,1474,-17659,-6084,20864,4889,0,0,0,0,0,0,0,0,563,1093,-7276,-6089,-9927,-5132
'2017-07-31 17:39:31.368,0,0,0,0,0,0,0,0,-2911,1425,-18260,-6771,20390,3996,0,0,0,0,0,0,0,0,1236,1302,-7952,-4977,-10475,-4890
'2017-07-31 17:39:31.378,0,0,0,0,0,0,0,0,-3335,1291,-18889,-7239,19835,3275,0,0,0,0,0,0,0,0,1736,1634,-8688,-4019,-10645,-4509
'2017-07-31 17:39:31.388,0,0,0,0,0,0,0,0,-4226,1220,-19937,-7082,19172,2697,0,0,0,0,0,0,0,0,2313,2403,-9074,-3242,-10600,-4087
'2017-07-31 17:39:31.398,0,0,0,0,0,0,0,0,-5680,1133,-20880,-6239,18748,2254,0,0,0,0,0,0,0,0,3026,2691,-9486,-2729,-10949,-3892
'2017-07-31 17:39:31.408,0,0,0,0,0,0,0,0,-6944,1227,-21097,-5362,18241,2011,0,0,0,0,0,0,0,0,4036,2764,-10026,-2414,-11702,-4129
'2017-07-31 17:39:31.418,0,0,0,0,0,0,0,0,-9663,1360,-20615,-4953,17862,1963,0,0,0,0,0,0,0,0,5590,2892,-10528,-2243,-12392,-4673
'2017-07-31 17:39:31.428,0,0,0,0,0,0,0,0,-12149,1180,-20041,-4537,16883,1999,0,0,0,0,0,0,0,0,8096,2901,-10766,-2521,-12692,-5370
'2017-07-31 17:39:31.438,0,0,0,0,0,0,0,0,-14546,1703,-19244,-4946,15701,2262,0,0,0,0,0,0,0,0,11021,2809,-11089,-3428,-12401,-5919
'2017-07-31 17:39:31.448,0,0,0,0,0,0,0,0,-16589,2059,-17406,-4885,14587,2544,0,0,0,0,0,0,0,0,13120,2473,-11356,-5055,-11333,-6076
'2017-07-31 17:39:31.458,0,0,0,0,0,0,0,0,-18107,1690,-14785,-3904,13689,2764,0,0,0,0,0,0,0,0,14091,1681,-11194,-6865,-9637,-5677
'2017-07-31 17:39:31.468,0,0,0,0,0,0,0,0,-19073,1575,-11682,-3217,12550,2780,0,0,0,0,0,0,0,0,14290,468,-11183,-8471,-7839,-4568
'2017-07-31 17:39:31.478,0,0,0,0,0,0,0,0,-19439,1291,-9462,-4094,11034,2397,0,0,0,0,0,0,0,0,14176,-442,-11213,-9235,-6335,-3081
'2017-07-31 17:39:31.488,0,0,0,0,0,0,0,0,-19864,-507,-8575,-6110,9792,1907,0,0,0,0,0,0,0,0,13135,-2490,-11752,-9154,-5671,-2313
'2017-07-31 17:39:31.498,0,0,0,0,0,0,0,0,-20208,-3563,-8495,-7725,8627,1670,0,0,0,0,0,0,0,0,11075,-4379,-13102,-8006,-4289,-982
'2017-07-31 17:39:31.508,0,0,0,0,0,0,0,0,-20481,-6225,-7735,-7662,7555,1983,0,0,0,0,0,0,0,0,8631,-6000,-14831,-5806,-2751,-431
'2017-07-31 17:39:31.518,0,0,0,0,0,0,0,0,-20839,-8300,-7043,-5902,6600,2853,0,0,0,0,0,0,0,0,5475,-6426,-15908,-2854,-1149,-1029
'2017-07-31 17:39:31.528,0,0,0,0,0,0,0,0,-21707,-8581,-7120,-2892,4804,3859,0,0,0,0,0,0,0,0,601,-6145,-13525,1219,320,-2613
'2017-07-31 17:39:31.538,0,0,0,0,0,0,0,0,-21358,-7395,-7472,429,2232,4413,0,0,0,0,0,0,0,0,-3639,-3871,-9776,6955,1698,-4190
'2017-07-31 17:39:31.548,0,0,0,0,0,0,0,0,-19773,-6110,-7861,2998,206,4756,0,0,0,0,0,0,0,0,-6623,-320,-9614,12204,2510,-4296
'2017-07-31 17:39:31.558,0,0,0,0,0,0,0,0,-17901,-4996,-8443,5082,-1250,5000,0,0,0,0,0,0,0,0,-7916,1982,-10642,11875,3046,-2563
'2017-07-31 17:39:31.568,0,0,0,0,0,0,0,0,-16066,-3358,-9079,6968,-2703,5107,0,0,0,0,0,0,0,0,-9582,1528,-11011,7596,3164,469
'2017-07-31 17:39:31.578,0,0,0,0,0,0,0,0,1273,20852,-23881,9058,-6830,3191,0,0,0,0,0,0,0,0,-10632,-424,-9609,2407,2559,3678
'2017-07-31 17:39:31.588,0,0,0,0,0,0,0,0,608,-6237,8832,8403,-9674,798,0,0,0,0,0,0,0,0,-11977,-3183,-9593,-396,1265,5852
'2017-07-31 17:39:31.598,0,0,0,1,0,0,0,2,11271,7604,13,9199,-9431,395,0,0,0,0,0,0,0,0,-11788,-5090,-10036,-255,-437,6617
'2017-07-31 17:39:31.608,0,0,0,2,0,0,0,2,2310,2719,-13518,12340,-14259,-39,0,0,0,0,0,0,0,0,-10309,-5963,-10572,1580,-1984,6038
'2017-07-31 17:39:31.618,0,0,0,2,0,0,0,2,-3397,799,-13420,12147,-20167,616,0,0,0,0,0,0,0,0,-7869,-5911,-10079,3867,-3241,4472
'2017-07-31 17:39:31.628,0,0,0,2,0,0,0,2,-6077,-3430,-20595,8521,-20125,2834,0,0,0,0,0,0,0,0,-5134,-4604,-9092,5777,-4392,2236
'2017-07-31 17:39:31.638,0,0,0,2,0,0,0,2,-3134,-3991,-16246,3446,-19631,4383,0,0,0,0,0,0,0,0,-2946,-3010,-8733,6322,-5793,-180
'2017-07-31 17:39:31.648,0,0,0,2,0,0,0,2,-3568,-3689,-23326,1193,-19264,3491,0,0,0,0,0,0,0,0,-1335,-1240,-8515,5156,-7960,-2454
'2017-07-31 17:39:31.658,0,0,0,2,0,0,0,2,-3261,6156,-14648,1723,-14103,476,0,0,0,0,0,0,0,0,40,524,-7726,3048,-10319,-4193
'2017-07-31 17:39:31.668,0,0,0,2,0,0,1,2,-5309,3652,-12169,2401,-7588,1684,0,0,0,0,0,0,0,0,1860,1036,-7401,994,-11881,-5266
'2017-07-31 17:39:31.678,0,0,0,2,0,0,1,2,-2195,1868,-11148,4147,-4404,1745,0,0,0,0,0,0,0,0,3741,1106,-8015,-557,-12050,-5934
'2017-07-31 17:39:31.688,0,0,0,2,0,0,1,2,-416,274,-9834,4549,-2315,593,0,0,0,0,0,0,0,0,5454,1134,-9006,-1465,-11370,-6388
'2017-07-31 17:39:31.698,0,0,0,2,0,0,1,2,-1164,-450,-8724,3030,-1814,252,0,0,0,0,0,0,0,0,6055,1579,-9154,-1756,-10837,-6726
'2017-07-31 17:39:31.708,0,0,0,2,0,0,1,2,-580,1178,-8793,1702,-1155,535,0,0,0,0,0,0,0,0,6460,1900,-8404,-1353,-10807,-7001
'2017-07-31 17:39:31.718,0,0,0,2,0,0,1,2,-634,991,-9297,1494,-640,156,0,0,0,0,0,0,0,0,8208,2257,-8482,-687,-10151,-7366
'2017-07-31 17:39:31.728,0,0,0,2,0,0,1,2,-513,839,-9225,995,-406,188,0,0,0,0,0,0,0,0,10853,3863,-8456,190,-7616,-7723
'2017-07-31 17:39:31.738,0,0,0,2,0,0,1,2,-501,738,-8812,398,-259,160,0,0,0,0,0,0,0,0,12633,7838,-9419,82,-2328,-7839
'2017-07-31 17:39:31.748,0,0,0,2,0,0,1,2,-528,902,-8764,145,-182,165,0,0,0,0,0,0,0,0,8250,11484,593,-2778,2759,-7388
'2017-07-31 17:39:31.758,0,0,0,2,0,0,1,2,-490,1172,-8846,-35,-4,90,0,0,0,0,0,0,0,0,10031,17154,-11059,-9863,4350,-5102
'2017-07-31 17:39:31.768,0,0,0,2,1,0,1,2,-435,927,-8946,-106,29,13,0,0,0,0,0,0,0,0,11194,12321,-6507,-14794,4626,-2437
'2017-07-31 17:39:31.778,0,0,0,2,1,0,1,2,-335,895,-8920,-326,-48,-33,0,0,0,0,0,0,0,0,12384,1867,-4023,-13779,6376,-1551
'2017-07-31 17:39:31.788,0,0,0,2,1,0,1,2,-317,935,-8876,-552,-120,-64,0,0,0,0,0,0,0,0,17142,-7655,-4402,-7538,7101,-3721
